Unnamed: 0,file_name,label
0,train_data/a6dcb93f596a43249135678dfcfc17ea.jpg,1
2,train_data/615df26ce9494e5db2f70e57ce7a3a4f.jpg,1
4,train_data/5d81fa12bc3b4cea8c94a6700a477cf2.jpg,1
6,train_data/e67085fb6d814cbabe08f978c738f3f7.jpg,1
8,train_data/4aea3b876247467c8d3713d4920148ab.jpg,1
10,train_data/774aeb00dbf44520bf3be78bb600bda9.jpg,1
12,train_data/dea116642f354126b79d048de24010e3.jpg,1
14,train_data/340014208f2e46afb5fb1b0837bf52cf.jpg,1
16,train_data/fc9dbe25e2d54014a7fafd53198632f5.jpg,1
18,train_data/a02c596a83164f82b794b1b67ff7bcec.jpg,1
20,train_data/42b279d1413246e3afeaa551b1502bb8.jpg,1
22,train_data/efe82a7f77a5438bbf4b6027a858b6fd.jpg,1
24,train_data/0977e3fb55254712a6d62b23582f6ad8.jpg,1
26,train_data/3789c19a070e46c498bf0f47a2385f06.jpg,1
28,train_data/2bfceb6a7168446bb4ab367b88461ea5.jpg,1
30,train_data/f0fbb4fc010a4516b926ce16a597a896.jpg,1
32,train_data/749fb4df38824976bac554371e6cf7d3.jpg,1
34,train_data/f8ce720b59f849c2a7d86d36420c591d.jpg,1
36,train_data/08b784a25539430ab4b32586951687d9.jpg,1
38,train_data/633d642bb7bf4b2caa1cc46e58eade76.jpg,1
40,train_data/13665330566244eaa117ed74711f6005.jpg,1
42,train_data/4719f4c5ea464e3da82993ae9a0e280d.jpg,1
44,train_data/d2fafb24a46d42738a7208e33b17b8a6.jpg,1
46,train_data/c52ab42ba0f64a78a30aabac6c97e514.jpg,1
48,train_data/399d445c49d04ea88e06590c794425a3.jpg,1
50,train_data/1b838f84e0e1443fb92e4187793f2bd3.jpg,1
52,train_data/e4a434beb3244a47aa0ffa8cfc84888d.jpg,1
54,train_data/16bfac23537b4552845604e7665c7a3f.jpg,1
56,train_data/fb5700dc0568488dadb34415cd32f27e.jpg,1
58,train_data/abc69a9e3a834c82a777a2207f1d8bc8.jpg,1
60,train_data/4ffad390a30b460e9a281df22ad2f71e.jpg,1
62,train_data/187c3a952bae46a293824bd38a594356.jpg,1
64,train_data/81b113e207f848489ebbbe53ddeceb3c.jpg,1
66,train_data/122ec76d8123470b9389b8c0422432af.jpg,1
68,train_data/8bea4d620f574219a1f59634039490ac.jpg,1
70,train_data/a6a5c6f38fb54650999c1bafd6faa6ee.jpg,1
72,train_data/10fb5b10fce04cd4b91ea106da66277c.jpg,1
74,train_data/4776adc574a1439f9623ade3b3c168c5.jpg,1
76,train_data/28b939c6c1b745a491a197b5d751bdb6.jpg,1
78,train_data/2c6a13224ac543a2ae05a57508446a16.jpg,1
80,train_data/e3556c1820be43338907edc356911a54.jpg,1
82,train_data/9bc45f607c1b493c8c0e3f4deafd4c6c.jpg,1
84,train_data/5f446d1f61354e46982e2aaa0995e7c6.jpg,1
86,train_data/797d315c0fb349a49dee7893b96e4c01.jpg,1
88,train_data/052b35a453a1420b9cb11256ccb5c458.jpg,1
90,train_data/162e3016a6d54b278c360420a237de19.jpg,1
92,train_data/658805f0e90e4b558341f9afce1b8de4.jpg,1
94,train_data/31b9ebfd85a24b079f5a446e2d3bfb5b.jpg,1
96,train_data/f9fb418bbec0414daf14ca1a620232f5.jpg,1
98,train_data/58aac4d78a184ccdb2117ef4315260fe.jpg,1
100,train_data/0e08f3d172084602a15ec39705833084.jpg,1
102,train_data/10cf02b2f1af48378b6d02374b87ba4b.jpg,1
104,train_data/f9e6e379e2914c989961d47528236c64.jpg,1
106,train_data/1213995aa8e44b02928caea9dc08e975.jpg,1
108,train_data/a800f49570cb4d50af59352b9b911d66.jpg,1
110,train_data/079415d92159476f8b0309f402c3f073.jpg,1
112,train_data/463c5d7391a248939fca0eea536fce34.jpg,1
114,train_data/ac80f60e1bde49f5b3b224989f206efa.jpg,1
116,train_data/88e676eecc7140e694f9ab3fac39cae9.jpg,1
118,train_data/a0520427f8cc444eba6e4846512b1281.jpg,1
120,train_data/9a457c62bcbe456ba164518a77412c1a.jpg,1
122,train_data/c7da2052da16433ba12317590f1dad65.jpg,1
124,train_data/4ce93b8efdee41c5a19d7478e63d0862.jpg,1
126,train_data/056c50d0deb143fab54c59548d02ca9f.jpg,1
128,train_data/c620a5672fc94a65b1e120137acc8f2e.jpg,1
130,train_data/d46c559b915b4208a270cd33a848aea6.jpg,1
132,train_data/d54e75b54e8e42c5b5bc4a728da158cf.jpg,1
134,train_data/f2ab48f7aec74188917f556d99966d19.jpg,1
136,train_data/1fc65786ddfa4a55bbcd44ea717c2154.jpg,1
138,train_data/3f296210999244b98509ff54714518b7.jpg,1
140,train_data/9f4dfdefb90c4c84bbfe26e5f45a9bfd.jpg,1
142,train_data/ea3c9c0fca6f487ead9402a39c7c4d81.jpg,1
144,train_data/8840ad408f49448a9389d2f65c856d53.jpg,1
146,train_data/1fc73e8bc69842668a27f23ed65b5024.jpg,1
148,train_data/672a8361175d4376a35c8c0704a2c155.jpg,1
150,train_data/d889ffe8fe914d16adac077d2dfdeaa3.jpg,1
152,train_data/fb68d74f7ddf46d08c09bdf2d4851b35.jpg,1
154,train_data/0ff2d0acb8dd4ec0b61b5b3b1aae766a.jpg,1
156,train_data/5d37b6bfe7d34ba48cdb9a20a3952e6b.jpg,1
158,train_data/4ca0118c4e6d4fca879f9305b06bb934.jpg,1
160,train_data/75e5b36ad7464dc0a050d19ab75fd973.jpg,1
162,train_data/6285e9ff4a2d46f5acbe35326869f7b8.jpg,1
164,train_data/6c41de6f9a474703b3500cd58a6c1a96.jpg,1
166,train_data/39132bcd929c40b99c0915421e330489.jpg,1
168,train_data/be13b004f3dc45d18cc8c073f5fa461d.jpg,1
170,train_data/adb6b792b4d446e1814c74a5eff42d07.jpg,1
172,train_data/3d6607861b544ec6866bcef81c65804f.jpg,1
174,train_data/8a126a12dc68424b8b20c72c9ef5db74.jpg,1
176,train_data/25d98a8633c34fd48e3f26e871d791af.jpg,1
178,train_data/2cae42eba4864c27b6c57590ce05b7b2.jpg,1
180,train_data/48afd48949a546448fb338887c1a5d6c.jpg,1
182,train_data/a46a580c07794c398e4011ae6bdb200a.jpg,1
184,train_data/ff6b1ab5320c4f1587a8bd110b16463b.jpg,1
186,train_data/37743a8f04e1441db7ffcbb3c0ba9ede.jpg,1
188,train_data/b4231b9da8844b02a17e5effdc7b8182.jpg,1
190,train_data/100ca897d18048eda8a69c49fa7ea9bf.jpg,1
192,train_data/aa4989e67d1f4fff8c133672c3f0a93e.jpg,1
194,train_data/572f8961e7664458abffec28a9206ea1.jpg,1
196,train_data/55039a3a41074689b51845297ea0f8b5.jpg,1
198,train_data/ca52eb6039c84be0b31b507935be2d47.jpg,1
200,train_data/8d5afb656a9441aca68f186d6abd8555.jpg,1
202,train_data/f330d3f6998f4c45beb3c63e50acbd64.jpg,1
204,train_data/9064f320c8e94c96bf7693318639fa75.jpg,1
206,train_data/e3405e327c8249d9b981ba5afeb950b6.jpg,1
208,train_data/a8e571f9a58446d4a78ca5cdefe1968e.jpg,1
210,train_data/e5a66d2bb65c4f92be67f0eb93e3a846.jpg,1
212,train_data/a2060c4ce0de42668a1df66af2f0feaf.jpg,1
214,train_data/0d8de498978d4cc1918f1f246112dbd8.jpg,1
216,train_data/5df7c67bf9674d019b4fb56b5f29276b.jpg,1
218,train_data/c4c8317d57474db9be627f5e45cc241f.jpg,1
220,train_data/efe9f8cbfa8641fbaa65e26556d2ce66.jpg,1
222,train_data/9610cbd8f276441fbf1f44c3934caf3c.jpg,1
224,train_data/d1dcc9a14ba54dcf8bc5858fef841c36.jpg,1
226,train_data/8f9dfdcaa5e944b4a5348785a2ebe99b.jpg,1
228,train_data/c58afc058491482983741b161a311b88.jpg,1
230,train_data/647bd2ebf0f749818fc1081e6d032c1d.jpg,1
232,train_data/9780798c20c94d609dd10b531999da20.jpg,1
234,train_data/fe2798ac71eb418db6a672ba5c3e511d.jpg,1
236,train_data/d9b86d51ed024720bab18c5c2b4deefe.jpg,1
238,train_data/28c3e006931c42e197c419430cf88d63.jpg,1
240,train_data/5d39bb26bb964a4ba19a6ab1a8314bd4.jpg,1
242,train_data/f95742714d134b50a5903e768cb3287d.jpg,1
244,train_data/ad85793e52004167acf2382d90d1de62.jpg,1
246,train_data/b8a87fe02fea4d04bb9add24b449fdb0.jpg,1
248,train_data/33c7c53a3dca4fdd9c3df0061a170bf5.jpg,1
250,train_data/a16ddb1db4084ecd8480e7b3c35f5f54.jpg,1
252,train_data/ab4f751e88ba4621a5cd034a417ef12d.jpg,1
254,train_data/b710b925950e40efa75b78f028c03f12.jpg,1
256,train_data/7abd152cb1d44e9ebf0c2648045a77bf.jpg,1
258,train_data/510ef13d517a4d44ba5a239421f45ec2.jpg,1
260,train_data/6717a9bdadc24d4c96e88ee24f2329ef.jpg,1
262,train_data/6b1e32ddf0494b038c623d2227437f36.jpg,1
264,train_data/0161b0da1b0145f59a97266722723ed4.jpg,1
266,train_data/984533c09628453bb3c19f4610a82f7f.jpg,1
268,train_data/ee73d712820b4bed9ae84f7b5043e454.jpg,1
270,train_data/d44c775e431243b2920044b16ae45a45.jpg,1
272,train_data/fd4f15080fd44f91bcea226004c87525.jpg,1
274,train_data/ecbcd023a14540ed836a70ff086c2c89.jpg,1
276,train_data/994035b0903b4c8e8f6d3af4d7e2f6ad.jpg,1
278,train_data/2c350fe54675458db09746b896486095.jpg,1
280,train_data/73ada4e2461049df8e0ac758fa678ce3.jpg,1
282,train_data/310ff6629e3c44e4b90f82dc25871d80.jpg,1
284,train_data/7ca2a0e8b05442e7b10fb8cf001bf834.jpg,1
286,train_data/101957296913490c95409b6ac6734405.jpg,1
288,train_data/7283059af12c4ff383cc4a13ac4fd046.jpg,1
290,train_data/d9553d260c5e4704ac559c0ede477285.jpg,1
292,train_data/beceeb7570e94b8796586447e9c8aed7.jpg,1
294,train_data/223d7fa3c3bf46018a093113ef6e0802.jpg,1
296,train_data/7d4c647ac52747e7a31b5d2c748adcc7.jpg,1
298,train_data/315b38834eb9442badd96079a6911e78.jpg,1
300,train_data/269695ec7cea418ebdd9d6ab48917898.jpg,1
302,train_data/baa221d6fd624c13a0a4ded4b57a5e71.jpg,1
304,train_data/18eec65b2e6c4c568803d598117174c9.jpg,1
306,train_data/f24f0b92f07048919050508aedbde55c.jpg,1
308,train_data/c98026afb9044618b9e6c4e004e50c96.jpg,1
310,train_data/8e088bd79980472896ca9251eb5b34bd.jpg,1
312,train_data/2bf4f2cf300f47a8a95e141b13c7e57a.jpg,1
314,train_data/9c77a979b2284c2bb875c05f8601264c.jpg,1
316,train_data/5094d090812b48ecb030e0ef77fa95e6.jpg,1
318,train_data/c04b6cc7a06f4aebb4faafd01318899a.jpg,1
320,train_data/908ac0fe8086483786727c47b725f2d5.jpg,1
322,train_data/4b52ea2363094aefbedba68470588880.jpg,1
324,train_data/ab5e78cb0be9456c85132d31e11f3078.jpg,1
326,train_data/106a797a648e41f7891afcf89c132575.jpg,1
328,train_data/ab0a1876836243b2bfc0b79ced4eff50.jpg,1
330,train_data/f63502b9f3cf47ada0430e924c563b2a.jpg,1
332,train_data/67d1b9f1f71242249629c5a73814c343.jpg,1
334,train_data/8b5f5e88731b4f278c20196de1f4d006.jpg,1
336,train_data/71b7ce5f5f434039bc37d5d5e37bb041.jpg,1
338,train_data/a0a308de65644a9c894cb31e0b0c68d5.jpg,1
340,train_data/149718b7f4774c919ee64cde83c173b3.jpg,1
342,train_data/254b929788f647028bcecec1cc07d023.jpg,1
344,train_data/25bf95eaaf9b4edfbbbdb4767f7f21be.jpg,1
346,train_data/f6240ef6520648d899a5960555037320.jpg,1
348,train_data/bf4e705f937a499ea0f875f790430b16.jpg,1
350,train_data/d6433aa20f9544b98bacb0152ccc4248.jpg,1
352,train_data/14ee9c102a584cc5ab736be46c061bd3.jpg,1
354,train_data/91b4971889964bd4aa1bd03f34179640.jpg,1
356,train_data/c45affef1c3d48a5ad0f97e106c19c52.jpg,1
358,train_data/7637578553f84830bb251a6d3701a249.jpg,1
360,train_data/e848348fde5d426eb43e9421f2588354.jpg,1
362,train_data/1ce1826cdf944ba9a0dbad04c4c6441b.jpg,1
364,train_data/4c787e1bb8a04e599786c2617752e97a.jpg,1
366,train_data/5a434aa55b4d4c1883673c96b11b1053.jpg,1
368,train_data/c240aecf20764f8396b64e6b89954fd1.jpg,1
370,train_data/3133591437d44c068fbb52507ea47093.jpg,1
372,train_data/02ab0d0b92d2401aadc992ab8ec7b8a5.jpg,1
374,train_data/f9c539595ecd4c399ef26ae64ef0b7c4.jpg,1
376,train_data/0153866030ce47eab5a54682f96b333e.jpg,1
378,train_data/50b2ec0ae1c143f7b28608a5451ac14b.jpg,1
380,train_data/ffd5c3b08ea148909c54b029644cb669.jpg,1
382,train_data/758c3550ee034b8f9c56a45f2980c68d.jpg,1
384,train_data/efa3ce934dd24eab8af54ef581d786fc.jpg,1
386,train_data/ed2c4361beaa4a82bf45e5cff377d31f.jpg,1
388,train_data/90c844bba9764e5cad2dc8d5a109f0c7.jpg,1
390,train_data/83d131be8061458abb94de4728ed3f65.jpg,1
392,train_data/03c810c87f684cab8c9eba8629eaa777.jpg,1
394,train_data/9189a4c1d23e45b69561bec5523d576e.jpg,1
396,train_data/473424d82ca64f44970da9ea47bfc212.jpg,1
398,train_data/342a49a7aecc4615a6b7d9aec39b0104.jpg,1
400,train_data/0d8a3e98adfd4bc497ce5bd5fca8f446.jpg,1
402,train_data/0ba4d20cb68140ad9b8b17851d5952bd.jpg,1
404,train_data/b4397773fc8e4418ba06a1b17fb7186b.jpg,1
406,train_data/f6196e719a1a4be6b9968fc93e9e32a0.jpg,1
408,train_data/c52213dfabcb44aa98c39c7311fc6ce3.jpg,1
410,train_data/d2f15270b5044f0795e8b5435b559f72.jpg,1
412,train_data/336ba2ce98b24f5bae1cd9ba09eea8d1.jpg,1
414,train_data/b32960b91c2c488399761373b36274cb.jpg,1
416,train_data/7e8c3bbbb5f5420c94ae744803771f50.jpg,1
418,train_data/2b3a9d1eb0f6456ab267380f990234e5.jpg,1
420,train_data/11a16af46e8b4cd3833787bb4cc0ca5c.jpg,1
422,train_data/9bfd72a86bb74edba8afdda5efa4b784.jpg,1
424,train_data/3e289a892bf349528bafca39c1416363.jpg,1
426,train_data/d00187541257465c8e2aff8c6a1a5ce8.jpg,1
428,train_data/e362d041d1b14faab1cddf4daaee0848.jpg,1
430,train_data/cbd1c2455e2d4f238e6904f1fd62d2f6.jpg,1
432,train_data/ddc48b48fa1241978909c25719cb8961.jpg,1
434,train_data/87d9520aa98545c09386404ad4b9019c.jpg,1
436,train_data/a1bdb3bed7a440018ec2b2272897af31.jpg,1
438,train_data/4167c14ce3744f1483c6ae997420cec1.jpg,1
440,train_data/4f86ff5792994d91a78e4bf273bc0227.jpg,1
442,train_data/e39be51443724676b6963515617cfda1.jpg,1
444,train_data/546f31270f3c49719b0785f38b0a75b9.jpg,1
446,train_data/195efe4c4ae843ecb4d2b79545bb9d4d.jpg,1
448,train_data/129b67d992a04e39a1d0efa8e5f00588.jpg,1
450,train_data/b7ff96d3c0384043b9976d8952b987dd.jpg,1
452,train_data/788c1c24791e4f2d98d030eb96ddf164.jpg,1
454,train_data/e2b09bd2b6f44cb89b24bd0d4d0570ee.jpg,1
456,train_data/b3bf8a5bbc544f6f9f3cfbdf70145d72.jpg,1
458,train_data/f698b93cb7124ac2b51f0c813fa93584.jpg,1
460,train_data/bc9d1631b2384703961201dd7491e5b7.jpg,1
462,train_data/2350d0e6d7324b189f6046213c6c99b0.jpg,1
464,train_data/25fe498c5b5c4c3783215c48a5c56369.jpg,1
466,train_data/53777c75ad594f75a865781718dd1286.jpg,1
468,train_data/e1eeb075dea448178dccb9b10bbd28c4.jpg,1
470,train_data/52996de454404cda823aa363ee2d97a0.jpg,1
472,train_data/7050cf4c91d9473dbd70b6792ad7eecf.jpg,1
474,train_data/cccd921234bf487a91d0f61f45d09ce0.jpg,1
476,train_data/fb0b4f9d221c4037bdd2e2356093373f.jpg,1
478,train_data/e379e4532b8a42cc8b9551ba5720834e.jpg,1
480,train_data/bc401fc3bd6f48b392639187f439b703.jpg,1
482,train_data/ae2e16886e6f474bbd8ab39ea8d9dc03.jpg,1
484,train_data/b03fdd27f1934d6c843f2aca730ce9f6.jpg,1
486,train_data/4cf9a6c192d64a409fbe8b3128631e3e.jpg,1
488,train_data/addc36bed5834ea6af2c3e1562fb35d9.jpg,1
490,train_data/14b892efa0b24056b5b131d9d530b5a7.jpg,1
492,train_data/be8284f8981544ec9c58aceb7b233595.jpg,1
494,train_data/895448e578164e04ad1bc5817484c783.jpg,1
496,train_data/016a2f9d342143f88789969e20266b69.jpg,1
498,train_data/8583f4f7116c426a951e280bd88db79e.jpg,1
500,train_data/6dccec64a63a4dff8fea7851d8d1c8c1.jpg,1
502,train_data/501df41a03de4561b1d4d7329bdc5c20.jpg,1
504,train_data/35a8ddab0a3442aa9c469f534a293954.jpg,1
506,train_data/b84391c701ca4007b03df9637b42dd27.jpg,1
508,train_data/c38a5ed3679f4effab1b711f02e7a5d9.jpg,1
510,train_data/7977efde682841c7871f8ea1e848e4a4.jpg,1
512,train_data/b7d0f06ecbb54b97b4c8eeaefd629769.jpg,1
514,train_data/03df6b5ee31c4244a687b2c43f93cf43.jpg,1
516,train_data/be573521a01d42e5a3abf849730e1e70.jpg,1
518,train_data/9257b12c82804bcc8df8619ade8048e9.jpg,1
520,train_data/fe642347ae5140b3aa52053788945cfb.jpg,1
522,train_data/05cb66c2869849f7ab668765a3699cac.jpg,1
524,train_data/5d36335042134f4c827acf4622a3e298.jpg,1
526,train_data/93214b72592f4c66b7fa764161d1d6d2.jpg,1
528,train_data/753181ca2d3447a18c2290f3299b76c8.jpg,1
530,train_data/c0ee0c267c504500a5cca396b6a2a29e.jpg,1
532,train_data/668a7f0662c344cd8b5f51871ae081ec.jpg,1
534,train_data/025b496585ea4ae186449f27164e98f2.jpg,1
536,train_data/ffe03281f06f44da927c9355f7fb8c09.jpg,1
538,train_data/0bff34f6cb7f4f2c8f2afa792870caf5.jpg,1
540,train_data/0f0581cbd6324b6b9248d4b6518a9b2a.jpg,1
542,train_data/6f45ca67f3e74da38be02019d2e5d153.jpg,1
544,train_data/aa0a665dbba944ba80675cb3ca7530fc.jpg,1
546,train_data/5271484c10ed46f38e7c8c05f4bd8c71.jpg,1
548,train_data/3d4582d73dfd45b4a2d4c320bd235aa0.jpg,1
550,train_data/8b0a88967312444f94b27f43cb627219.jpg,1
552,train_data/cd5360f271a74d34aef028a949d85d26.jpg,1
554,train_data/f5496c4b3efd40c191e1aea69a0344e7.jpg,1
556,train_data/1946048e2c4e4df6a760c0afbfeadd31.jpg,1
558,train_data/69a06d74c19b4edda89bd7d0d3a402c4.jpg,1
560,train_data/30340db65176474b9d4fc3d6f69ad4d2.jpg,1
562,train_data/6318ab7fc0c84b11a88428bdd40c4351.jpg,1
564,train_data/67ca034107ac4cfca12f8507a7c5f66f.jpg,1
566,train_data/58d0a100c23d480fa57c1a5ef47e9752.jpg,1
